@RELATION testDogx
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Dog,Man,Clatter,Bang,Lownoise}

@DATA
0.058870,0.256565,3.201407,0.118215,0.139858,0.337271,0.005223,0.082502,-23.143321,0.094403,-1.656961,1.171010,0.270518,-0.068747,-0.272523,0.049553,0.298673,-0.223403,0.088842,-0.023418,-0.163440,0.010545,0.019171,0.007658,0.011268,0.012313,0.002498,0.003081,0.001681,0.003654,0.011636,0.009129,0.008223,0.009912,0.012037,0.326768,0.090693,0.028367,0.030707,0.199809,0.002582,0.020454,3.324975,0.628500,0.398716,0.413185,0.252552,0.271310,0.187031,0.398616,0.216087,0.310086,0.167416,0.168662,0.150169,0.008149,0.020452,0.002725,0.015968,0.008661,0.001791,0.001881,0.000866,0.003762,0.017553,0.008905,0.006773,0.004954,Dog
0.053902,0.372071,3.074508,0.133334,0.157771,0.310757,0.006090,0.080944,-22.688812,-0.724852,-1.818677,1.288075,0.128049,-0.514523,-0.129895,0.306050,0.191281,-0.347388,0.263176,0.019995,-0.263692,0.003219,0.003273,0.005328,0.039592,0.016782,0.002201,0.001606,0.000600,0.001780,0.002193,0.003809,0.003652,0.012712,0.005677,0.338312,0.202517,0.038833,0.035567,0.276752,0.003675,0.032554,3.948644,0.448642,0.494083,0.490887,0.212673,0.211317,0.197582,0.114602,0.202702,0.199173,0.096505,0.168784,0.204355,0.003020,0.003229,0.003838,0.029301,0.015518,0.001240,0.001111,0.000600,0.001469,0.003272,0.006885,0.004012,0.006852,Dog
0.081745,0.185936,3.146855,0.139620,0.145400,0.725737,0.004193,0.141606,-23.056169,1.072691,-1.443787,0.638757,-0.402192,0.154247,0.089914,-0.030538,0.143112,-0.009512,-0.076840,-0.067708,-0.061741,0.010125,0.006896,0.009223,0.011622,0.010881,0.007082,0.011105,0.005598,0.007118,0.011981,0.013197,0.006069,0.008612,0.024802,0.145026,0.165007,0.037822,0.030220,0.342850,0.001907,0.061190,1.487846,0.793448,0.431014,0.529245,0.317768,0.270551,0.221692,0.192665,0.206264,0.195858,0.224794,0.207043,0.159324,0.010501,0.007104,0.006813,0.011376,0.008667,0.007046,0.009662,0.005924,0.006778,0.012981,0.011569,0.005418,0.004499,Dog
0.035949,0.339601,3.140518,0.124939,0.170811,0.301422,0.007268,0.070722,-21.702962,2.191792,-0.972584,0.477241,-0.267758,-0.164512,0.133270,-0.261908,-0.294093,-0.009521,0.049516,-0.081028,-0.106677,0.016167,0.002523,0.018943,0.022822,0.021664,0.013410,0.033421,0.007748,0.011233,0.015330,0.014202,0.006819,0.018229,0.013052,0.276506,0.213852,0.052525,0.044863,0.280610,0.004237,0.040681,2.585614,1.275789,0.402311,0.369594,0.253516,0.282362,0.337525,0.217644,0.185768,0.199123,0.174559,0.195211,0.184868,0.012823,0.002026,0.017247,0.020590,0.022060,0.010768,0.024414,0.010204,0.010544,0.014012,0.013456,0.007343,0.008780,Dog
0.028811,0.150342,3.224971,0.095666,0.140899,0.176902,0.005620,0.045463,-24.840923,2.982889,-0.516928,0.392602,0.096753,-0.290579,-0.096977,0.018705,-0.253282,-0.189850,0.161704,-0.122126,-0.253421,0.028174,0.002022,0.063647,0.023353,0.013008,0.011098,0.029957,0.003293,0.006129,0.029478,0.013072,0.007543,0.021926,0.007440,0.195448,0.051964,0.035361,0.029088,0.186171,0.002897,0.027614,1.817036,0.865157,0.296577,0.256145,0.196057,0.126352,0.227434,0.150351,0.074270,0.069441,0.087302,0.084650,0.110614,0.011072,0.000707,0.019528,0.017579,0.005699,0.006257,0.008816,0.003282,0.004709,0.007614,0.005857,0.000977,0.004410,Dog
0.051686,0.498041,3.200389,0.162590,0.193314,0.473284,0.003424,0.102465,-20.765529,0.312719,-1.588393,0.081027,-0.775789,0.306310,0.686496,-0.438239,-0.281726,0.168880,-0.022091,0.195446,0.093327,0.001417,0.002093,0.004820,0.007988,0.004661,0.008404,0.023147,0.027176,0.014266,0.004159,0.012138,0.002311,0.011090,0.008707,0.395480,0.124229,0.054094,0.044025,0.389073,0.002134,0.043329,3.803308,0.546350,0.645828,0.235501,0.277444,0.204459,0.361418,0.142157,0.113130,0.215548,0.204979,0.153947,0.125833,0.000883,0.001612,0.008207,0.011505,0.003468,0.004180,0.013856,0.021774,0.012183,0.004597,0.007779,0.001358,0.005294,Dog
0.043127,0.337828,3.041496,0.143241,0.180588,0.327903,0.007000,0.073789,-23.333449,1.313353,-1.118395,0.041369,-0.582330,-0.085667,0.352868,-0.408109,-0.368668,0.089927,0.070878,-0.045257,0.065815,0.008485,0.001959,0.004919,0.007845,0.017545,0.012859,0.018224,0.032225,0.019637,0.011431,0.006732,0.006122,0.016748,0.015603,0.405689,0.284894,0.070952,0.054056,0.377554,0.004494,0.058537,3.870520,1.831503,0.886016,0.319144,0.197754,0.580868,0.824750,0.204874,0.261663,0.257685,0.135118,0.197036,0.220141,0.012986,0.002506,0.005522,0.010269,0.023424,0.011830,0.009043,0.039168,0.018778,0.017511,0.007623,0.010218,0.007064,Dog
0.046928,0.461996,3.161272,0.152659,0.182513,0.426801,0.005497,0.094568,-21.268033,1.086406,-1.309289,0.248111,-0.735345,-0.050404,0.456882,-0.487888,-0.299151,0.095715,0.086543,-0.078478,-0.024075,0.009533,0.002232,0.018057,0.008799,0.008163,0.011254,0.026040,0.025359,0.010652,0.006052,0.007345,0.003593,0.014781,0.014477,0.406520,0.177837,0.071273,0.056511,0.416263,0.004106,0.056722,3.315303,1.480797,0.729263,0.449713,0.413584,0.300533,0.433650,0.253889,0.148106,0.211744,0.170458,0.252022,0.230200,0.021295,0.001952,0.041531,0.013204,0.008386,0.011228,0.018375,0.021616,0.008638,0.004156,0.004164,0.003690,0.009648,Dog
0.052797,0.522310,3.218275,0.166939,0.193205,0.517623,0.003489,0.112523,-20.451088,0.151007,-1.703199,0.231490,-0.692468,0.366458,0.774073,-0.353600,-0.206853,0.086256,0.020266,0.183763,0.049053,0.001515,0.001025,0.004143,0.003451,0.003963,0.011731,0.027358,0.030334,0.008027,0.004529,0.005869,0.002143,0.012200,0.005625,0.392161,0.100279,0.065692,0.051880,0.430439,0.002288,0.049410,3.384127,0.454340,0.660384,0.242928,0.286966,0.175287,0.264353,0.140517,0.151895,0.145917,0.198322,0.199615,0.125975,0.000976,0.000603,0.002073,0.001954,0.002062,0.009858,0.018181,0.026693,0.006772,0.003369,0.003189,0.002046,0.005901,Dog
0.057093,0.485221,3.110945,0.166765,0.192011,0.487066,0.003627,0.106700,-20.891599,0.270284,-1.432328,0.136351,-0.991887,0.399979,0.724771,-0.481102,-0.110696,0.072585,-0.316720,0.205754,0.102436,0.002242,0.001316,0.008619,0.009873,0.007821,0.005739,0.024554,0.005604,0.012426,0.008756,0.008521,0.003173,0.010421,0.010977,0.399142,0.324668,0.063561,0.050634,0.439115,0.001976,0.048504,3.416737,0.725737,0.498434,0.433899,0.362875,0.289515,0.327722,0.168608,0.244509,0.293462,0.183257,0.145873,0.141086,0.002679,0.001599,0.011670,0.018461,0.011535,0.005652,0.026168,0.004078,0.007710,0.010666,0.005728,0.002625,0.006345,Dog
0.032592,0.284462,2.966165,0.089500,0.145143,0.088551,0.006804,0.057471,-20.837207,1.977588,-1.382381,0.249441,-0.905180,-0.435129,0.061632,-0.082605,-0.010376,-0.220005,-0.305051,0.118234,0.016956,0.009361,0.008518,0.057392,0.033873,0.014373,0.004806,0.010539,0.003091,0.012909,0.009065,0.013174,0.001967,0.019556,0.008678,0.264343,0.425917,0.014296,0.030417,0.064567,0.003959,0.014843,2.667078,0.487097,0.675244,0.297953,0.266801,0.366156,0.135061,0.069472,0.413501,0.284459,0.242626,0.101267,0.104979,0.013927,0.008099,0.047734,0.033367,0.016904,0.003895,0.006620,0.001735,0.010313,0.003605,0.007848,0.000888,0.013095,Dog
0.057705,0.492496,3.219702,0.159502,0.179292,0.497159,0.004250,0.111533,-21.195560,-0.057039,-1.876959,0.231921,-0.779282,0.512367,0.650197,-0.540998,-0.108451,-0.092284,-0.241923,0.187574,0.108485,0.003844,0.003350,0.003076,0.004662,0.003012,0.016320,0.008497,0.007549,0.004925,0.017682,0.006245,0.001958,0.006976,0.003094,0.408499,0.124771,0.069906,0.059552,0.457291,0.003176,0.045845,3.875796,0.374398,0.860767,0.294772,0.315372,0.227366,0.249133,0.132432,0.202936,0.265803,0.204326,0.257670,0.178403,0.002132,0.002791,0.002741,0.004211,0.002825,0.009389,0.005007,0.006152,0.003295,0.012604,0.004049,0.001047,0.002165,Dog
0.052797,0.493483,3.222529,0.152597,0.175399,0.454081,0.004345,0.101551,-20.884384,0.550924,-1.730395,0.291486,-0.640980,0.437734,0.812823,-0.402590,-0.315461,0.122754,-0.122574,-0.097410,0.132438,0.001675,0.001901,0.006105,0.004889,0.006946,0.011127,0.030479,0.021975,0.006674,0.005652,0.006034,0.001798,0.010929,0.005684,0.412685,0.100673,0.068518,0.062974,0.392306,0.003092,0.040169,3.758421,0.505965,0.659960,0.373997,0.272935,0.145525,0.230468,0.189012,0.209646,0.229705,0.167946,0.210479,0.184816,0.000858,0.001038,0.004526,0.003080,0.006766,0.010080,0.021105,0.016103,0.006118,0.002454,0.003567,0.001221,0.004767,Dog
0.088909,0.153041,3.046912,0.148736,0.158100,0.816387,0.004094,0.158214,-23.280334,1.034035,-1.802399,0.416708,-0.257059,0.001109,0.115348,0.077903,0.138472,0.077603,0.070549,-0.094583,-0.074528,0.008344,0.009953,0.012977,0.010491,0.009335,0.005322,0.011915,0.007934,0.006915,0.011550,0.012606,0.005914,0.007986,0.036569,0.213613,0.292608,0.039001,0.037086,0.446894,0.001829,0.071500,2.257480,0.806954,0.481721,0.472943,0.286228,0.381865,0.233869,0.200304,0.212828,0.189921,0.138341,0.210186,0.191487,0.006540,0.009043,0.010768,0.012573,0.007146,0.004608,0.009590,0.010574,0.006329,0.009846,0.011738,0.004500,0.004381,Dog
0.078961,0.263375,3.094574,0.144315,0.152752,0.704140,0.004499,0.128984,-23.105723,1.029690,-1.543540,0.537934,-0.134941,0.131956,0.299382,-0.169655,-0.156876,-0.091354,0.021377,-0.093724,-0.066987,0.006233,0.003694,0.008140,0.007233,0.010000,0.023914,0.014411,0.008370,0.008060,0.011704,0.011293,0.003600,0.010138,0.030337,0.189151,0.224975,0.038143,0.036984,0.419661,0.001830,0.065509,1.940365,0.571779,0.484382,0.448230,0.269036,0.240193,0.223748,0.228126,0.216072,0.165566,0.175349,0.163267,0.159414,0.004801,0.003221,0.005653,0.005722,0.008030,0.020670,0.011011,0.008321,0.006755,0.011953,0.010701,0.002229,0.005313,Dog
0.045569,0.080384,3.111633,0.086336,0.131066,0.101267,0.006499,0.066935,-23.033705,2.077150,-1.041954,1.839061,-0.135459,-0.208546,0.217532,-0.178414,-0.180048,0.008758,-0.139027,-0.261925,-0.296866,0.027879,0.002342,0.015854,0.014228,0.019564,0.006877,0.017239,0.004608,0.004979,0.025697,0.022650,0.002801,0.015292,0.014095,0.072870,0.145828,0.019626,0.029332,0.116919,0.002673,0.019748,2.033674,0.515040,0.343602,0.307436,0.219413,0.257831,0.213129,0.152206,0.208548,0.241003,0.211779,0.182384,0.155746,0.019499,0.001849,0.011536,0.011813,0.015419,0.005310,0.011952,0.003072,0.005027,0.023914,0.021736,0.001834,0.006412,Dog
0.031512,0.172095,3.028640,0.073474,0.120537,0.083703,0.011746,0.047243,-22.348958,2.415319,-0.323751,1.779841,-0.254172,0.165236,0.232490,-0.423358,-0.257366,-0.010940,-0.228761,-0.283772,-0.234322,0.027754,0.001082,0.035705,0.011598,0.008908,0.002869,0.034021,0.001872,0.005672,0.054114,0.040037,0.001164,0.027923,0.015084,0.119487,0.275141,0.021174,0.032496,0.124672,0.006130,0.026893,1.920618,0.479412,0.360807,0.322709,0.197684,0.262122,0.166356,0.184500,0.217025,0.159482,0.208759,0.188412,0.185086,0.032762,0.001096,0.036060,0.010655,0.006138,0.001755,0.031039,0.001311,0.006721,0.038592,0.031418,0.000964,0.007722,Dog
0.062054,0.223664,3.072043,0.121102,0.143866,0.459263,0.006470,0.101645,-21.985799,1.378189,-1.256846,0.928842,-0.050649,0.188437,0.153238,-0.194958,-0.112523,-0.080203,-0.007134,-0.165626,-0.163457,0.015071,0.004317,0.012071,0.009559,0.015483,0.010754,0.023535,0.005819,0.006271,0.015831,0.013818,0.004880,0.012133,0.021655,0.194250,0.265233,0.040196,0.033603,0.344079,0.005360,0.055020,1.797861,0.886504,0.515043,0.571913,0.336756,0.319709,0.272152,0.205549,0.213921,0.163018,0.224918,0.183176,0.167276,0.018034,0.004249,0.009082,0.010691,0.012687,0.011046,0.022951,0.005672,0.005471,0.012547,0.013770,0.004076,0.008452,Dog
0.065212,0.289547,3.171600,0.116042,0.136381,0.148447,0.006789,0.078782,-21.878154,-1.015379,-1.743473,1.570253,-0.352999,0.427460,-0.204625,-0.689065,0.036492,-0.053927,0.084220,-0.094032,-0.256985,0.005983,0.002242,0.005188,0.001020,0.001055,0.004138,0.003302,0.004311,0.021194,0.004142,0.003414,0.006848,0.007209,0.005564,0.176965,0.096387,0.025183,0.030004,0.104610,0.002729,0.006225,1.066951,0.599656,0.195172,0.299358,0.209631,0.406658,0.376920,0.233036,0.309206,0.249123,0.173578,0.197593,0.100203,0.008167,0.000974,0.003631,0.000734,0.001357,0.005155,0.003086,0.002790,0.019859,0.004983,0.002836,0.005720,0.004427,Dog
0.064655,0.458321,3.229564,0.139391,0.164498,0.218766,0.005735,0.075885,-21.709367,-1.156786,-1.698014,1.800822,-0.604964,0.102367,0.210245,-0.561107,0.077267,0.003005,-0.192077,-0.139021,0.005805,0.000931,0.001514,0.001489,0.001049,0.001252,0.000883,0.003705,0.006425,0.010297,0.006885,0.008078,0.002830,0.005201,0.002511,0.192929,0.101369,0.018038,0.019533,0.117726,0.002429,0.005061,0.961295,0.473131,0.226792,0.247212,0.278269,0.291155,0.310038,0.176630,0.264087,0.190538,0.193747,0.145185,0.230566,0.000541,0.001889,0.000912,0.000969,0.001515,0.000906,0.003615,0.005886,0.008417,0.010017,0.011306,0.003300,0.003397,Dog
0.067453,0.316422,3.085375,0.115598,0.136328,0.130127,0.008634,0.077798,-21.905812,-0.551601,-1.455063,1.425427,-0.686673,0.897715,0.076223,-0.994497,0.134211,0.135362,-0.202309,-0.046046,-0.269471,0.005059,0.002518,0.001125,0.000506,0.000437,0.001117,0.002476,0.014960,0.007856,0.019438,0.014118,0.004813,0.011115,0.003357,0.178762,0.316525,0.023120,0.023789,0.104389,0.003778,0.004464,0.940082,0.585174,0.231401,0.429577,0.254359,0.328042,0.319988,0.177954,0.324521,0.232152,0.288336,0.161577,0.179350,0.007109,0.003478,0.000966,0.000381,0.000236,0.002074,0.003169,0.016189,0.007031,0.020651,0.024411,0.006446,0.005740,Dog
0.063361,0.390372,3.239252,0.124280,0.145743,0.183481,0.005940,0.076118,-21.537656,-0.583508,-1.715936,1.583229,-0.498846,0.526581,0.342396,-0.811199,-0.116441,0.055616,0.034651,-0.145609,-0.132162,0.006189,0.000951,0.001681,0.001059,0.001209,0.002454,0.002992,0.021107,0.007809,0.021144,0.004299,0.005069,0.010698,0.003890,0.190960,0.046543,0.027857,0.032876,0.110148,0.002733,0.003547,1.283651,0.701449,0.300835,0.308466,0.175551,0.342294,0.224018,0.156482,0.249761,0.336416,0.249914,0.202456,0.140006,0.012430,0.000734,0.001424,0.001351,0.001159,0.002814,0.003500,0.014559,0.008750,0.031526,0.003119,0.005794,0.007129,Dog
0.066986,0.288614,3.135320,0.126510,0.154726,0.153575,0.005698,0.075895,-21.791596,-0.666896,-1.617728,1.635637,-0.464277,0.552315,-0.112526,-0.667205,0.226717,0.099589,-0.185139,-0.145576,-0.261967,0.005097,0.001569,0.001974,0.000857,0.001749,0.001633,0.001200,0.005078,0.009824,0.007584,0.007554,0.004343,0.004605,0.003079,0.177017,0.119193,0.020713,0.029071,0.091469,0.002985,0.001983,1.308916,0.455745,0.200553,0.252134,0.257034,0.263085,0.214165,0.115964,0.175081,0.246194,0.211204,0.159963,0.185658,0.004609,0.001005,0.001457,0.000612,0.002592,0.001674,0.000555,0.004672,0.010052,0.006914,0.004941,0.004280,0.002355,Dog
0.155839,0.018495,2.997298,0.284600,0.227396,1.817664,0.007548,0.342182,-28.941287,1.148268,-1.223123,0.131594,-0.275693,-0.117204,0.251860,0.475783,0.251634,-0.034315,-0.153497,0.023849,0.086240,0.009108,0.015398,0.032925,0.012453,0.043821,0.004290,0.014779,0.002306,0.004150,0.006003,0.007814,0.005032,0.018916,0.027294,0.032342,0.409076,0.068866,0.057380,0.367512,0.004913,0.155079,4.443166,0.448227,0.995435,0.339239,0.516737,0.200829,0.217313,0.179918,0.206780,0.198978,0.273548,0.221796,0.182360,0.008563,0.020267,0.028917,0.010023,0.040136,0.002773,0.011298,0.001514,0.003266,0.004314,0.005622,0.004916,0.008698,Dog
0.085327,0.013358,2.908326,0.220157,0.196341,1.020722,0.095507,0.164545,-31.488323,1.280918,-1.002994,-0.123670,-0.381214,-0.063683,0.035634,0.205876,-0.018525,-0.092232,-0.111322,0.090893,0.068725,0.010943,0.015041,0.016469,0.008759,0.014795,0.063405,0.020941,0.001654,0.006556,0.005525,0.007718,0.008330,0.026183,0.037097,0.021330,0.365474,0.081002,0.078671,0.456677,0.129924,0.101067,5.279813,0.675021,0.964462,0.368765,0.435354,0.348358,0.267757,0.260950,0.248683,0.229725,0.219593,0.251981,0.173236,0.011292,0.022535,0.013336,0.009325,0.017191,0.039369,0.027001,0.001751,0.012662,0.005576,0.008519,0.011314,0.011443,Dog
0.036111,0.003018,3.044238,0.081912,0.059050,0.528682,0.109976,0.090081,-44.419437,0.036539,-0.538274,-0.084003,-0.037881,0.104674,0.046421,0.018290,-0.082861,0.027040,0.040442,-0.010690,-0.038246,0.001519,0.000897,0.001552,0.001662,0.002424,0.148435,0.004933,0.006621,0.002956,0.001295,0.002036,0.001605,0.042848,0.065981,0.008458,0.549425,0.129097,0.097298,0.813634,0.305123,0.156645,10.179640,0.260376,0.962227,0.186579,0.147244,0.226984,0.131107,0.078243,0.191578,0.096296,0.101600,0.119330,0.096409,0.002794,0.001807,0.003417,0.003799,0.004837,0.083031,0.010682,0.015989,0.005888,0.002688,0.004303,0.003198,0.020007,Dog
0.054061,0.003554,2.775318,0.151228,0.128598,0.851312,0.177482,0.144788,-38.717937,0.864247,-0.675116,0.039752,-0.287421,-0.261670,-0.051179,0.096636,0.080705,0.038457,-0.032797,-0.083800,-0.022725,0.015296,0.012959,0.008381,0.004353,0.003622,0.095528,0.005842,0.003279,0.003112,0.009136,0.011023,0.010669,0.033222,0.054617,0.008046,0.583358,0.130847,0.113884,0.744503,0.355692,0.139643,10.437343,0.925819,0.840958,0.364210,0.342130,0.270485,0.271800,0.302489,0.322358,0.113700,0.243401,0.191780,0.201429,0.021156,0.020397,0.012824,0.006072,0.004699,0.092508,0.008189,0.004855,0.005374,0.014011,0.016888,0.016635,0.019736,Dog
0.046970,0.003859,2.992441,0.140387,0.109287,0.625870,0.144430,0.124545,-41.206008,0.075042,-0.710999,-0.157782,-0.009688,0.236727,0.046563,-0.082419,-0.103317,0.076805,0.010405,0.043392,-0.078265,0.001210,0.001783,0.002359,0.001785,0.003197,0.128164,0.007974,0.006998,0.010332,0.002912,0.001895,0.001391,0.038741,0.047730,0.007291,0.366814,0.091224,0.073854,0.494446,0.300384,0.106791,6.853417,0.402024,0.683711,0.248332,0.153634,0.248823,0.175788,0.157111,0.159829,0.172043,0.104873,0.144222,0.149575,0.001345,0.002276,0.002780,0.002722,0.005194,0.057418,0.010592,0.008579,0.017816,0.003727,0.001960,0.001686,0.012957,Dog
0.186523,0.008180,3.036238,0.294165,0.242935,1.788646,0.057284,0.344909,-30.545758,0.979084,-0.914100,-0.618184,-0.398676,-0.235019,-0.233211,0.289154,0.208649,0.152052,-0.194898,0.163382,0.115215,0.018346,0.028253,0.010974,0.004765,0.007707,0.026265,0.015811,0.002519,0.005318,0.009630,0.016664,0.008464,0.016349,0.075116,0.014726,0.340010,0.077773,0.048205,0.628735,0.137019,0.211817,4.835898,0.614903,0.504764,0.333930,0.254389,0.260608,0.257572,0.255088,0.235988,0.188717,0.184355,0.167146,0.160632,0.012730,0.027531,0.014475,0.004822,0.007810,0.039184,0.023227,0.001563,0.003799,0.005293,0.012854,0.007327,0.010113,Dog
0.060215,0.031949,3.038578,0.095913,0.120775,0.100106,0.006872,0.079725,-24.491956,-0.184953,-1.210660,1.730929,-0.123533,0.746358,-0.223406,-0.050300,0.492153,-0.231565,-0.522975,0.242651,-0.176599,0.011104,0.007035,0.010756,0.000986,0.002442,0.000861,0.005303,0.001628,0.001193,0.022682,0.005517,0.006977,0.009137,0.006062,0.027569,0.313785,0.008698,0.020095,0.019473,0.003317,0.002846,1.362684,0.626774,0.318809,0.299666,0.258465,0.328189,0.230651,0.318712,0.209499,0.175740,0.097357,0.213493,0.111296,0.011991,0.005447,0.014664,0.001118,0.002238,0.000905,0.005623,0.001696,0.000647,0.017665,0.004599,0.006544,0.004026,Dog
0.048378,0.036889,3.035060,0.107886,0.147588,0.132542,0.004709,0.068852,-24.124194,0.219887,-1.519943,1.397813,0.571593,0.627565,-0.360289,0.183349,0.332417,-0.277353,-0.391611,0.071942,-0.124363,0.012674,0.009605,0.018227,0.003073,0.002502,0.001837,0.006124,0.001324,0.004834,0.017454,0.012774,0.011517,0.009397,0.007527,0.034970,0.372137,0.018161,0.037924,0.037199,0.002494,0.011109,1.674922,0.661652,0.539313,0.581214,0.244310,0.167888,0.205153,0.226755,0.146032,0.154984,0.183692,0.189586,0.115413,0.006428,0.005093,0.013892,0.001332,0.001742,0.001607,0.008205,0.000677,0.005563,0.009982,0.011905,0.015463,0.002841,Dog
0.058031,0.028753,3.081306,0.104980,0.136323,0.114039,0.005715,0.072996,-25.707612,0.168068,-1.060515,2.041608,0.028182,0.409030,0.176263,-0.249836,0.209677,-0.069002,-0.457658,0.034392,-0.165840,0.004701,0.003563,0.005504,0.003446,0.003856,0.002458,0.009537,0.004673,0.007742,0.038735,0.015741,0.003824,0.012975,0.007545,0.028996,0.208957,0.013538,0.026045,0.048075,0.001253,0.003450,1.549971,0.632700,0.402901,0.323293,0.235112,0.166610,0.229815,0.179562,0.181125,0.192196,0.162560,0.090719,0.087603,0.003571,0.004141,0.006508,0.002609,0.004039,0.002405,0.010775,0.004075,0.005656,0.022545,0.007091,0.002853,0.006359,Dog
0.059034,0.042351,3.139458,0.094370,0.110190,0.100074,0.007367,0.076023,-25.025702,-0.368031,-1.162623,2.214202,-0.202546,0.207168,0.295361,0.155119,0.000689,-0.341229,-0.267827,0.067350,-0.292717,0.002101,0.002463,0.003030,0.014540,0.003435,0.001786,0.021286,0.003310,0.002432,0.011625,0.008699,0.002526,0.010304,0.010766,0.039174,0.178606,0.017310,0.031463,0.045801,0.005007,0.006948,1.949412,0.967760,0.609785,0.274398,0.340394,0.372222,0.243666,0.220300,0.155260,0.197328,0.181884,0.115308,0.149514,0.001276,0.001612,0.002123,0.017764,0.004970,0.001116,0.042312,0.002615,0.002600,0.007871,0.008892,0.002712,0.010156,Dog
0.044141,0.048195,3.106848,0.092586,0.134286,0.106682,0.005222,0.065206,-22.570047,1.439903,-1.958828,0.349327,-0.287513,0.540932,-0.110604,-0.551659,-0.348541,-0.133746,-0.238450,-0.589191,-0.253125,0.015912,0.001986,0.005454,0.007442,0.020182,0.018764,0.011886,0.013715,0.013840,0.029693,0.018392,0.003281,0.012927,0.002586,0.023817,0.146992,0.011059,0.023858,0.047427,0.002721,0.009957,0.430761,0.347435,0.598835,0.218480,0.294826,0.546360,0.177861,0.149113,0.164983,0.214877,0.290679,0.208562,0.260358,0.013033,0.001118,0.005181,0.006672,0.019606,0.009595,0.010035,0.011214,0.005933,0.017328,0.015582,0.001856,0.003491,Man
0.042877,0.185481,3.166046,0.103366,0.149886,0.095565,0.005285,0.070780,-21.282457,1.292176,-1.645353,0.276336,-0.463585,0.781262,-0.181034,-0.851492,0.325119,0.114775,0.111498,0.168102,-0.313041,0.005785,0.002012,0.001379,0.001165,0.005188,0.017934,0.001943,0.002596,0.003788,0.043928,0.022603,0.006196,0.014113,0.007486,0.127452,0.112386,0.017925,0.031428,0.022806,0.003244,0.005012,1.752591,0.461829,0.217297,0.140676,0.215818,0.120221,0.183816,0.212394,0.289586,0.086330,0.099302,0.034810,0.113173,0.001970,0.001649,0.001077,0.000657,0.004245,0.016483,0.000596,0.001432,0.000543,0.016836,0.011517,0.003981,0.003265,Man
